id,source_canonical_name,source_aliases_json,source_group_name,source_pregnancy_severity,source_breastfeeding_severity,source_rationale,source_non_overridable_boolean
381,Menthoxypropanediol,"[""menthoxypropanediol""]",Base,safe,safe,No known pregnancy or breastfeeding concerns at typical cosmetic concentrations.,False
382,Methyl Gluceth-20,"[""methyl gluceth-20""]",Humectants,safe,safe,No known pregnancy or breastfeeding concerns at typical cosmetic concentrations.,False
383,Methylglucoside Phosphate,"[""methylglucoside phosphate""]",Base,safe,safe,No known pregnancy or breastfeeding concerns at typical cosmetic concentrations.,False
384,N-hydroxysuccinimide,"[""n-hydroxysuccinimide""]",Base,safe,safe,No known pregnancy or breastfeeding concerns at typical cosmetic concentrations.,False
385,Omega 3,"[""omega 3""]",Vitamins,safe,safe,No known pregnancy or breastfeeding concerns at typical cosmetic concentrations.,False
386,Palmitoyl Hexapeptide-12,"[""palmitoyl hexapeptide-12""]",Peptides,safe,safe,No known pregnancy or breastfeeding concerns at typical cosmetic concentrations.,False
387,Palmitoyl Tripeptide-5,"[""palmitoyl tripeptide-5""]",Peptides,safe,safe,No known pregnancy or breastfeeding concerns at typical cosmetic concentrations.,False
388,Pantolactone,"[""pantolactone""]",Conditioning Agents,safe,safe,No known pregnancy or breastfeeding concerns at typical cosmetic concentrations.,False
389,Parachlorella Beijerinckii Exopolysaccharides,"[""parachlorella beijerinckii exopolysaccharides""]",Base,safe,safe,No known pregnancy or breastfeeding concerns at typical cosmetic concentrations.,False
390,PEG-10 Phytosterol,"[""peg-10 phytosterol""]",Base,safe,safe,No known pregnancy or breastfeeding concerns at typical cosmetic concentrations.,False
391,Pfaffia Paniculata Root Extract,"[""pfaffia paniculata root extract""]",Botanicals,caution,caution,Botanical/plant-derived ingredient with limited pregnancy-specific data; generally considered low risk but use with caution (especially if irritation occurs).,False
392,Phenethyl Alcohol,"[""phenethyl alcohol""]",Fragrance,caution,caution,Fragrance component; may irritate/sensitize and has limited pregnancy-specific data—use with caution.,False
393,Phospholipids,"[""phospholipids""]",Lipids,safe,safe,No known pregnancy or breastfeeding concerns at typical cosmetic concentrations.,False
394,Pisum Sativum Extract,"[""pisum sativum extract""]",Botanicals,caution,caution,Botanical/plant-derived ingredient with limited pregnancy-specific data; generally considered low risk but use with caution (especially if irritation occurs).,False
395,Plantago Lanceolata Leaf Extract,"[""plantago lanceolata leaf extract""]",Botanicals,caution,caution,Botanical/plant-derived ingredient with limited pregnancy-specific data; generally considered low risk but use with caution (especially if irritation occurs).,False
396,Polyacrylate Crosspolymer-6,"[""polyacrylate crosspolymer-6""]",Film Formers,safe,safe,No known pregnancy or breastfeeding concerns at typical cosmetic concentrations.,False
397,Polyglyceryl-2 Stearate,"[""polyglyceryl-2 stearate""]",Emulsifiers,safe,safe,No known pregnancy or breastfeeding concerns at typical cosmetic concentrations.,False
398,Polymethylsilsesquioxane,"[""polymethylsilsesquioxane""]",Makeup Fillers,safe,safe,No known pregnancy or breastfeeding concerns at typical cosmetic concentrations.,False
399,Polysorbate 60,"[""polysorbate 60""]",Emulsifiers,safe,safe,No known pregnancy or breastfeeding concerns at typical cosmetic concentrations.,False
400,Potassium Cetyl Phosphate,"[""potassium cetyl phosphate""]",Emulsifiers,safe,safe,No known pregnancy or breastfeeding concerns at typical cosmetic concentrations.,False
401,Propylene Carbonate,"[""propylene carbonate""]",Solvents,safe,safe,No known pregnancy or breastfeeding concerns at typical cosmetic concentrations.,False
402,Ptychopetalum Olacoides Bark/stem Extract,"[""ptychopetalum olacoides bark/stem extract""]",Botanicals,caution,caution,Botanical/plant-derived ingredient with limited pregnancy-specific data; generally considered low risk but use with caution (especially if irritation occurs).,False
403,Pyrus Malus Fruit Extract,"[""pyrus malus fruit extract""]",Botanicals,caution,caution,Botanical/plant-derived ingredient with limited pregnancy-specific data; generally considered low risk but use with caution (especially if irritation occurs).,False
404,Quartz,"[""quartz""]",Makeup Fillers,safe,safe,No known pregnancy or breastfeeding concerns at typical cosmetic concentrations.,False
405,Rubus Idaeus Leaf Extract,"[""rubus idaeus leaf extract""]",Botanicals,caution,caution,Botanical/plant-derived ingredient with limited pregnancy-specific data; generally considered low risk but use with caution (especially if irritation occurs).,False
406,Saccharide Isomerate,"[""saccharide isomerate""]",Humectants,safe,safe,No known pregnancy or breastfeeding concerns at typical cosmetic concentrations.,False
407,Silybum Marianum Fruit Extract,"[""silybum marianum fruit extract""]",Botanicals,caution,caution,Botanical/plant-derived ingredient with limited pregnancy-specific data; generally considered low risk but use with caution (especially if irritation occurs).,False
408,Sodium Lauroyl Lactylate,"[""sodium lauroyl lactylate""]",Surfactants,safe,safe,No known pregnancy or breastfeeding concerns at typical cosmetic concentrations.,False
409,Sodium Phytate,"[""sodium phytate""]",Chelators,safe,safe,No known pregnancy or breastfeeding concerns at typical cosmetic concentrations.,False
410,Sodium Stearoyl Glutamate,"[""sodium stearoyl glutamate""]",Emulsifiers,safe,safe,No known pregnancy or breastfeeding concerns at typical cosmetic concentrations.,False
411,Sorbic Acid,"[""sorbic acid""]",Preservatives,safe,safe,No known pregnancy or breastfeeding concerns at typical cosmetic concentrations.,False
412,Sorbitan Isostearate,"[""sorbitan isostearate""]",Emulsifiers,safe,safe,No known pregnancy or breastfeeding concerns at typical cosmetic concentrations.,False
413,Stearalkonium Bentonite,"[""stearalkonium bentonite""]",Makeup Fillers,safe,safe,No known pregnancy or breastfeeding concerns at typical cosmetic concentrations.,False
414,Steareth-20,"[""steareth-20""]",Emulsifiers,safe,safe,No known pregnancy or breastfeeding concerns at typical cosmetic concentrations.,False
415,Stevia Rebaudiana Extract,"[""stevia rebaudiana extract""]",Botanicals,caution,caution,Botanical/plant-derived ingredient with limited pregnancy-specific data; generally considered low risk but use with caution (especially if irritation occurs).,False
416,T-butyl Alcohol,"[""t-butyl alcohol""]",Solvents,avoid,caution,Denatured/solvent alcohol; avoid during pregnancy when possible (especially in leave-on products).,False
417,Tribehenin,"[""tribehenin""]",Emulsifiers,safe,safe,No known pregnancy or breastfeeding concerns at typical cosmetic concentrations.,False
418,Tridecane,"[""tridecane""]",Base,safe,safe,No known pregnancy or breastfeeding concerns at typical cosmetic concentrations.,False
419,Triethyl Citrate,"[""triethyl citrate""]",Solvents,safe,safe,No known pregnancy or breastfeeding concerns at typical cosmetic concentrations.,False
420,Undaria Pinnatifida Extract,"[""undaria pinnatifida extract""]",Botanicals,caution,caution,Botanical/plant-derived ingredient with limited pregnancy-specific data; generally considered low risk but use with caution (especially if irritation occurs).,False
421,Undecane,"[""undecane""]",Base,safe,safe,No known pregnancy or breastfeeding concerns at typical cosmetic concentrations.,False
422,Vanillin,"[""vanillin""]",Fragrance,caution,caution,Fragrance component; may irritate/sensitize and has limited pregnancy-specific data—use with caution.,False
423,Vinyl Dimethicone/methicone Silsesquioxane Crosspolymer,"[""vinyl dimethicone/methicone silsesquioxane crosspolymer""]",Film Formers,safe,safe,No known pregnancy or breastfeeding concerns at typical cosmetic concentrations.,False
22,Rosemary Oil,"[""rosmarinus officinalis"", ""rosemary extract"", ""rosmarinus officinalis extract"", ""rosmarinus officinalis leaf extract""]",Essential Oils,caution,caution,Rosemary oil is a bioactive essential oil; conservative pregnancy guidance recommends caution due to limited topical pregnancy data and uterine-stimulant concerns with higher/medicinal exposures. Avoid ingestion; use only in low diluted topical cosmetic products if used. (Topical cosmetic use only.),False
24,Glycerin,"[""glycerol"", ""vegetable glycerin"", ""glycerine""]",Humectants,safe,safe,Safe humectant that draws moisture to the skin. No known risks during pregnancy or breastfeeding.,False
29,Vitamin E,"[""tocopherol"", ""tocopheryl acetate"", ""alpha-tocopherol"", ""tocopheryl actetate""]",Vitamins,safe,safe,Antioxidant vitamin safe for topical use during pregnancy and breastfeeding.,False
100,Cinnamon Bark Oil,"[""cinnamomum verum bark oil"", ""cinnamomum zeylanicum bark oil""]",Essential Oils,avoid,avoid,"Cinnamon bark oil is a potent essential oil with reproductive-toxicity concerns reported in animal studies at high exposures; conservative guidance recommends avoiding during pregnancy and breastfeeding, especially in leave-on products. (Avoid topical medicinal/aromatherapy use; do not ingest.)",False
101,Clove Oil,"[""eugenia caryophyllus bud oil""]",Essential Oils,caution,caution,"There are no robust pregnancy safety studies on clove oil; limited reports do not suggest harm, but due to limited data and potency (eugenol), conservative guidance recommends caution and avoiding ingestion. (Topical cosmetic use only.)",False
157,CI 77891,"[""titanium dioxide"", ""titanium dioxide (ci 77891)"", ""titanium dixoide""]",Makeup Pigments,safe,safe,Titanium dioxide listed as a colorant/pigment; generally safe.,False
287,Geranium Maculatum Oil,"[""geranium oil""]",Essential Oils,safe,safe,"Geranium essential oil is widely used in cosmetics; no clear evidence of pregnancy or breastfeeding harm at typical low topical concentrations, but avoid ingestion and discontinue if sensitization occurs. (Topical cosmetic use only.)",False
290,Lavandula Angustifolia Oil,"[""lavender oil""]",Essential Oils,safe,caution,Lavender oil used topically in diluted cosmetic products is generally considered low risk in pregnancy; avoid ingestion and avoid applying directly on/around the nipple while breastfeeding due to hormonal-activity concerns reported with topical exposure in infants/children. (Topical cosmetic use only.),False
307,Cedarwood Oil,"[""cedrus atlantica bark oil"", ""cedarwood oil""]",Essential Oils,safe,caution,Cedarwood oil has no known reason to be avoided in pregnancy at typical diluted topical use; breastfeeding safety data are limited—use with caution and avoid application near the breast/infant exposure. (Topical cosmetic use only.),False
308,2-Hexanediol,"[""2-hexanediol"", ""2- hexanediol"", ""1,2-hexanediol"", ""1,2 hexanediol"", ""1,2-hexandiol"", ""1,2 hexandiol""]",Solvents,safe,safe,No known pregnancy or breastfeeding concerns at typical cosmetic concentrations.,False
424,Avene Thermal Spring Water,"[""avene thermal spring water"", ""avène thermal spring water"", ""avène thermal spring water : avène thermal spring water""]",Water,safe,safe,Thermal spring water; no known pregnancy or breastfeeding concerns at topical use levels.,False
425,Alcohol,"[""alcohol"", ""ethanol"", ""ethyl alcohol""]",Solvents,caution,caution,"Common cosmetic solvent; no specific pregnancy/breastfeeding risk at topical use, but can be drying/irritating for some.",False
426,Acacia Senegal Gum,"[""acacia senegal gum""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
427,Acetyl Tetrapeptide-3,"[""acetyl tetrapeptide-3""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
428,Achillea Millefolium Flower/Leaf/Stem Extract,"[""achillea millefolium flower/leaf/stem extract""]",Botanicals,caution,caution,Botanical/ferment ingredient; limited pregnancy/breastfeeding-specific data—generally low risk topically but use with caution.,False
429,Aesculus Hippocastanum Seed Extract,"[""aesculus hippocastanum seed extract""]",Botanicals,caution,caution,Botanical/ferment ingredient; limited pregnancy/breastfeeding-specific data—generally low risk topically but use with caution.,False
430,Agar,"[""agar""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
431,Agave Tequilana Leaf Extract,"[""agave tequilana leaf extract""]",Botanicals,caution,caution,Botanical/ferment ingredient; limited pregnancy/breastfeeding-specific data—generally low risk topically but use with caution.,False
432,Alchemilla Vulgaris Flower/Leaf/Stem Extract,"[""alchemilla vulgaris flower/leaf/stem extract""]",Botanicals,caution,caution,Botanical/ferment ingredient; limited pregnancy/breastfeeding-specific data—generally low risk topically but use with caution.,False
433,Algin,"[""algin""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
434,Aloe Barbadensis Flower Extract,"[""aloe barbadensis flower extract""]",Botanicals,caution,caution,Botanical/ferment ingredient; limited pregnancy/breastfeeding-specific data—generally low risk topically but use with caution.,False
435,Aloe Vera Callus Extract,"[""aloe vera callus extract""]",Botanicals,caution,caution,Botanical/ferment ingredient; limited pregnancy/breastfeeding-specific data—generally low risk topically but use with caution.,False
436,Alpha-Glucan Oligosaccharide,"[""alpha-glucan oligosaccharide""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
437,Aluminum Starch Octenylsuccinate,"[""aluminum starch octenylsuccinate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
438,Aluminum Stearate,"[""aluminum stearate""]",Emollients,safe,safe,Emollient/lipid ingredient; no known pregnancy or breastfeeding concerns at topical use levels.,False
439,Aluminum Sucrose Octasulfate,"[""aluminum sucrose octasulfate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
440,Amaranthus Caudatus Seed Extract,"[""amaranthus caudatus seed extract""]",Botanicals,caution,caution,Botanical/ferment ingredient; limited pregnancy/breastfeeding-specific data—generally low risk topically but use with caution.,False
441,Aminomethyl Propanediol,"[""aminomethyl propanediol""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
442,Ananas Sativus Fruit Extract,"[""ananas sativus fruit extract""]",Botanicals,caution,caution,Botanical/ferment ingredient; limited pregnancy/breastfeeding-specific data—generally low risk topically but use with caution.,False
443,Aquaphilus Dolomiae Extract Filtrate,"[""aquaphilus dolomiae extract filtrate""]",Botanicals,caution,caution,Botanical/ferment ingredient; limited pregnancy/breastfeeding-specific data—generally low risk topically but use with caution.,False
479,C20-22 ALKYL PHOSPHATE,"[""c20-22 alkyl phosphate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
444,Aquaphilus Dolomiae Ferment Filtrate,"[""aquaphilus dolomiae ferment filtrate""]",Botanicals,caution,caution,Botanical/ferment ingredient; limited pregnancy/breastfeeding-specific data—generally low risk topically but use with caution.,False
445,Arachidyl Alcohol,"[""arachidyl alcohol""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
446,Arachidyl Glucoside,"[""arachidyl glucoside""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
447,Arginine,"[""arginine""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
448,Ascorbyl Palmitate,"[""ascorbyl palmitate""]",Emollients,safe,safe,Emollient/lipid ingredient; no known pregnancy or breastfeeding concerns at topical use levels.,False
449,Asophyllum Nodosum Extract,"[""asophyllum nodosum extract""]",Botanicals,caution,caution,Botanical/ferment ingredient; limited pregnancy/breastfeeding-specific data—generally low risk topically but use with caution.,False
450,Astrocaryum Murumuru Seed Butter,"[""astrocaryum murumuru seed butter""]",Emollients,safe,safe,Emollient/lipid ingredient; no known pregnancy or breastfeeding concerns at topical use levels.,False
451,Avena Sativa Kernel Oil,"[""avena sativa kernel oil""]",Emollients,safe,safe,Plant-derived carrier oil/emollient; no known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
452,Behenyl Alcohol,"[""behenyl alcohol""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
453,Benzoic Acid,"[""benzoic acid""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
454,Benzotriazolyl Dodecyl P-Cresol,"[""benzotriazolyl dodecyl p-cresol""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
455,Benzyl Salicylate,"[""benzyl salicylate""]",Fragrance,caution,caution,Fragrance component/allergen; limited safety data and can irritate/sensitize—use with caution in pregnancy/breastfeeding if sensitive.,False
456,Bidens Pilosa Extract,"[""bidens pilosa extract""]",Botanicals,caution,caution,Botanical/ferment ingredient; limited pregnancy/breastfeeding-specific data—generally low risk topically but use with caution.,False
457,Biosaccharide Gum-1,"[""biosaccharide gum-1""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
458,Biosaccharide Gum-4,"[""biosaccharide gum-4""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
459,Bis-Butyldimethicone Polyglyceryl-3,"[""bis-butyldimethicone polyglyceryl-3""]",Polymers/Silicones,safe,safe,Large polymer/silicone ingredient with minimal skin penetration; no known pregnancy or breastfeeding concerns at topical use levels.,False
460,Bis-Diglyceryl Polyacyladipate-2,"[""bis-diglyceryl polyacyladipate-2""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
461,Bis-Peg-18 Methyl Ether Dimethyl Silane,"[""bis-peg-18 methyl ether dimethyl silane""]",Polymers/Silicones,safe,safe,Large polymer/silicone ingredient with minimal skin penetration; no known pregnancy or breastfeeding concerns at topical use levels.,False
462,Bismuth Oxychloride,"[""bismuth oxychloride""]",Colorants/Minerals,safe,safe,Cosmetic colorant/mineral; generally considered low risk in pregnancy and breastfeeding at topical use levels.,False
463,Blue 1 Lake,"[""blue 1 lake""]",Colorants/Minerals,safe,safe,Cosmetic colorant/mineral; generally considered low risk in pregnancy and breastfeeding at topical use levels.,False
464,Brassica Oleracea Acephala Leaf Extract,"[""brassica oleracea acephala leaf extract""]",Botanicals,caution,caution,Botanical/ferment ingredient; limited pregnancy/breastfeeding-specific data—generally low risk topically but use with caution.,False
465,Butane,"[""butane""]",Propellants,safe,safe,Propellant gas used in sprays; minimal dermal exposure from finished products; no known pregnancy/breastfeeding risk at typical cosmetic use.,False
466,Butylene/Ethylene/Styrene Copolymer,"[""butylene/ethylene/styrene copolymer""]",Polymers/Silicones,safe,safe,Large polymer/silicone ingredient with minimal skin penetration; no known pregnancy or breastfeeding concerns at topical use levels.,False
467,Butyrospermum Parkii Butter Extract,"[""butyrospermum parkii butter extract""]",Botanicals,caution,caution,Botanical/ferment ingredient; limited pregnancy/breastfeeding-specific data—generally low risk topically but use with caution.,False
468,Butyrospermum Parkii Extract,"[""butyrospermum parkii extract""]",Botanicals,caution,caution,Botanical/ferment ingredient; limited pregnancy/breastfeeding-specific data—generally low risk topically but use with caution.,False
469,Butyrospermum Parkii Oil,"[""butyrospermum parkii oil""]",Essential Oils,caution,caution,Essential oil/fragrant botanical; limited pregnancy/breastfeeding safety data and can irritate—use with caution.,False
470,C10-18 TRIGLYCERIDES,"[""c10-18 triglycerides""]",Emollients,safe,safe,Emollient/lipid ingredient; no known pregnancy or breastfeeding concerns at topical use levels.,False
471,C12-20 ALKYL GLUCOSIDE,"[""c12-20 alkyl glucoside""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
472,C13-14 ISOPARAFFIN,"[""c13-14 isoparaffin""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
473,C13-15 ALKANE,"[""c13-15 alkane""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
474,C14-22 ALCOHOLS,"[""c14-22 alcohols""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
475,C15-19 ALKANE,"[""c15-19 alkane""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
476,C18-36 ACID TRIGLYCERIDE,"[""c18-36 acid triglyceride""]",Emollients,safe,safe,Emollient/lipid ingredient; no known pregnancy or breastfeeding concerns at topical use levels.,False
477,C18-38 ALKYL HYDROXYSTEAROYL STEARATE,"[""c18-38 alkyl hydroxystearoyl stearate""]",Emollients,safe,safe,Emollient/lipid ingredient; no known pregnancy or breastfeeding concerns at topical use levels.,False
478,C20-22 ALCOHOLS,"[""c20-22 alcohols""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
481,C9-12 ALKANE,"[""c9-12 alkane""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
482,Calcium Carbonate,"[""calcium carbonate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
483,Calcium Chloride,"[""calcium chloride""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
484,Calcium Sodium Borosilicate,"[""calcium sodium borosilicate""]",Colorants/Minerals,safe,safe,Cosmetic colorant/mineral; generally considered low risk in pregnancy and breastfeeding at topical use levels.,False
485,Calcium Stearate,"[""calcium stearate""]",Emollients,safe,safe,Emollient/lipid ingredient; no known pregnancy or breastfeeding concerns at topical use levels.,False
486,Capric Acid,"[""capric acid""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
487,Caprylhydroxamic Acid,"[""caprylhydroxamic acid""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
488,Caprylic/Capric,"[""caprylic/capric""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
489,Caprylic/Capric Glycerides,"[""caprylic/capric glycerides""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
490,Caprylic/Capric/Myristic/Stearic Triglyceride,"[""caprylic/capric/myristic/stearic triglyceride""]",Emollients,safe,safe,Emollient/lipid ingredient; no known pregnancy or breastfeeding concerns at topical use levels.,False
491,Capryloyl Glycerin/Sebacic Acid Copolymer,"[""capryloyl glycerin/sebacic acid copolymer""]",Polymers/Silicones,safe,safe,Large polymer/silicone ingredient with minimal skin penetration; no known pregnancy or breastfeeding concerns at topical use levels.,False
492,Caprylyl Methicone,"[""caprylyl methicone""]",Polymers/Silicones,safe,safe,Large polymer/silicone ingredient with minimal skin penetration; no known pregnancy or breastfeeding concerns at topical use levels.,False
493,Carica Papaya Seed Oil,"[""carica papaya seed oil""]",Emollients,safe,safe,Plant-derived carrier oil/emollient; no known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
494,Carthamus Tinctorius Seed Oil,"[""carthamus tinctorius seed oil""]",Emollients,safe,safe,Plant-derived carrier oil/emollient; no known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
495,Carvone,"[""carvone""]",Fragrance,caution,caution,Fragrance component/allergen; limited safety data and can irritate/sensitize—use with caution in pregnancy/breastfeeding if sensitive.,False
496,Caryodendron Orinocense Seed Oil,"[""caryodendron orinocense seed oil""]",Emollients,safe,safe,Plant-derived carrier oil/emollient; no known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
497,Cedrus Atlantica Bark Extract,"[""cedrus atlantica bark extract""]",Botanicals,caution,caution,Botanical/ferment ingredient; limited pregnancy/breastfeeding-specific data—generally low risk topically but use with caution.,False
498,Cellulose,"[""cellulose""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
499,Cellulose Gum,"[""cellulose gum""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
500,Centella Asiatica Leaf Extract,"[""centella asiatica leaf extract""]",Botanicals,caution,caution,Botanical/ferment ingredient; limited pregnancy/breastfeeding-specific data—generally low risk topically but use with caution.,False
501,Ceteareth-25,"[""ceteareth-25""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
502,Ceteareth-60 Myristyl Glycol,"[""ceteareth-60 myristyl glycol""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
503,Cetearyl Glucoside,"[""cetearyl glucoside""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
504,Cetearyl Olivate,"[""cetearyl olivate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
505,Ceteth-10 Phosphate,"[""ceteth-10 phosphate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
506,Cetrimonium Bromide,"[""cetrimonium bromide""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
507,Chamomilla Recutita Flower Extract,"[""chamomilla recutita flower extract""]",Botanicals,caution,caution,Botanical/ferment ingredient; limited pregnancy/breastfeeding-specific data—generally low risk topically but use with caution.,False
508,Charcoal Powder,"[""charcoal powder""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
509,Chondrus Crispus Powder,"[""chondrus crispus powder""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
510,Chromium Hydroxide Green,"[""chromium hydroxide green""]",Colorants/Minerals,safe,safe,Cosmetic colorant/mineral; generally considered low risk in pregnancy and breastfeeding at topical use levels.,False
511,Chrysanthemum Parthenium Flower/Leaf/Stem Juice,"[""chrysanthemum parthenium flower/leaf/stem juice""]",Botanicals,caution,caution,Botanical/ferment ingredient; limited pregnancy/breastfeeding-specific data—generally low risk topically but use with caution.,False
512,Citronellol,"[""citronellol""]",Fragrance,caution,caution,Fragrance component/allergen; limited safety data and can irritate/sensitize—use with caution in pregnancy/breastfeeding if sensitive.,False
513,Citrus Aurantium Amara Peel Oil,"[""citrus aurantium amara peel oil""]",Essential Oils,safe,safe,Citrus peel essential oil is generally considered low risk in pregnancy/breastfeeding at typical cosmetic concentrations; may be phototoxic (especially expressed oils) and can be irritating/sensitizing—use low levels and avoid sun exposure after leave-on use. (Topical cosmetic use only.),False
514,Citrus Limon Peel Oil,"[""citrus limon peel oil""]",Essential Oils,safe,safe,Citrus peel essential oil is generally considered low risk in pregnancy/breastfeeding at typical cosmetic concentrations; may be phototoxic (especially expressed oils) and can be irritating/sensitizing—use low levels and avoid sun exposure after leave-on use. (Topical cosmetic use only.),False
515,Citrus Aurantium Bergamia Peel Oil,"[""citrus aurantium bergamia peel oil""]",Essential Oils,safe,safe,Citrus peel essential oil is generally considered low risk in pregnancy/breastfeeding at typical cosmetic concentrations; may be phototoxic (especially expressed oils) and can be irritating/sensitizing—use low levels and avoid sun exposure after leave-on use. (Topical cosmetic use only.),False
516,Coco-Caprylate,"[""coco-caprylate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
517,Coconut Alkanes,"[""coconut alkanes""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
518,Colloidal Silver,"[""colloidal silver""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
519,Copper Sulfate,"[""copper sulfate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
520,Corn Starch Modified,"[""corn starch modified""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
521,Curcuma Longa Root Extract,"[""curcuma longa root extract""]",Botanicals,caution,caution,Botanical/ferment ingredient; limited pregnancy/breastfeeding-specific data—generally low risk topically but use with caution.,False
522,Cymbopogon Schoenanthus Oil,"[""cymbopogon schoenanthus oil""]",Essential Oils,caution,caution,Essential oil/fragrant botanical; limited pregnancy/breastfeeding safety data and can irritate—use with caution.,False
523,Dehydroacetic Acid,"[""dehydroacetic acid""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
524,Dextran,"[""dextran""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
525,Dicalcium Phosphate Dihydrate,"[""dicalcium phosphate dihydrate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
526,Dicetyl Phosphate,"[""dicetyl phosphate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
527,Diheptyl Succinate,"[""diheptyl succinate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
528,Diisostearyl Malate,"[""diisostearyl malate""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
529,Dimethyl Isosorbide,"[""dimethyl isosorbide""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
530,Dipropylene Glycol,"[""dipropylene glycol""]",Other,safe,safe,No known pregnancy or breastfeeding concerns at typical topical cosmetic use levels.,False
